ID_Explotacion,Provincia,Actividad,Superficie_Hectareas,Edad_Productor,Nivel_Tecnificacion,Produccion_Toneladas,Costo_Produccion,Precio_Venta_Tonelada,Ingresos,Cantidad_Empleados,Uso_Riego,Rentabilidad_Porcentaje,Indice_Sustentabilidad
266,Córdoba,Lecheria,"268,7",42,Bajo,298,121281,750,223500,7,No,"88,8","43,1"
267,La Pampa,ganaderia,"449,9",43,Alto,"703,8",255041,740,520811,9,No,"99,8","62,5"
268,Buenos Aires,Lecheria,"160,9",48,Medio,181,74553,429,77649,0,No,"3,8","41,6"
269,Buenos Aires,Lecheria,"76,6",55,Medio,"82,8",18507,253,20948,2,No,"10,5","69,5"
270,Santa Fe,Maiz,"230,6",50,Alto,"286,4",47357,613,175563,0,No,"270,7",64
271,Mendoza,Fruticultura,"206,2",38,Alto,"399,3",110310,503,200847,1,No,"79,5",65
272,Mendoza,Lecheria,"179,5",58,Alto,"226,2",50185,430,97266,6,Sí,"95,8","69,7"
273,La Pampa,Soja,"167,2",46,Medio,,112319,370,99567,7,No,"-13,1","68,1"
274,Salta,Trigo,"292,3",45,Bajo,"342,4",78507,736,252006,11,Sí,"219,1","89,6"
275,La Pampa,Maiz,"107,3",31,Medio,"141,8",19343,520,73736,0,Sí,"283,3","82,2"
276,Córdoba,Trigo,"185,5",51,Medio,"207,5",40867,389,80717,1,No,"97,9","62,5"
277,Salta,Trigo,211,48,Alto,"373,6",59278,350,130760,3,No,"125,1","57,5"
278,Córdoba,Soja,218,42,Medio,"285,7",40602,700,199990,2,No,"393,4","58,6"
279,Buenos Aires,Trigo,"276,7",71,Bajo,"346,8",60418,506,175480,10,No,192,"42,3"
280,Mendoza,Lecheria,"170,7",66,Alto,"351,2",50772,728,255673,9,No,"403,1","64,6"
281,Córdoba,Ganaderia,"397,1",47,Medio,514,150733,549,282186,9,No,85,"51,9"
282,Buenos Aires,Trigo,"205,8",67,Alto,"430,2",100683,391,168208,13,Sí,"71,9","97,2"
283,Buenos Aires,Fruticultura,"384,1",43,Bajo,"506,6",85863,541,274070,12,Sí,"221,3","84,3"
284,Buenos Aires,Ganaderia,"10,3",15,Bajo,10,1631,779,7790,4,No,"382,3","65,9"
285,Chaco,Maiz,"444,1",46,Alto,1065,176254,544,579360,8,No,"230,6","65,2"
286,Salta,Maiz,"141,7",34,Medio,"146,5",44179,528,77352,6,No,"72,5","46,5"
287,Mendoza,Ganaderia,"264,4",62,Bajo,"265,5",91007,540,143370,7,Sí,"62,5","78,7"
288,Chaco,Fruticultura,"93,6",73,Alto,"150,9",33249,388,58549,4,No,"71,9","77,3"
289,Córdoba,Ganaderia,"388,3",49,Medio,"640,4",242251,780,499512,14,No,"101,9","35,5"
290,Mendoza,Lecheria,"225,4",40,Alto,"328,7",95519,412,135424,6,Sí,"37,2","74,9"
291,La Pampa,Fruticultura,"191,2",52,Medio,224,41408,317,71008,3,No,"73,1","50,7"
292,Córdoba,Fruticultura,"217,3",65,Bajo,248,88044,641,158968,5,Sí,"81,6","67,7"
293,Santa Fe,Fruticultura,"197,6",61,Bajo,"261,9",71481,537,140640,4,SI,"94,2","52,5"
294,La Pampa,Trigo,"290,4",72,Bajo,"314,9",47393,588,185161,2,No,"291,6","39,9"
295,Buenos Aires,Ganaderia,"317,4",59,Alto,"651,9",163318,554,361152,10,No,"125,8","81,6"
296,Entre Ríos,Trigo,218,41,Bajo,"315,1",49045,364,114696,7,No,"129,1","43,7"
297,Chaco,Maiz,"370,4",46,Medio,"521,2",126663,627,326792,10,No,"160,8","52,2"
298,Entre Ríos,Ganaderia,"160,9",60,Medio,"167,9",45780,305,51209,4,Sí,"9,5","55,9"
299,Chaco,Lecheria,"169,7",31,Medio,"191,6",41697,623,119366,0,No,"187,6","65,9"
300,Chaco,Trigo,"211,6",45,Medio,"298,3",124967,519,154817,6,Sí,"27,2","70,3"
301,Chaco,Trigo,"428,1",49,Bajo,"477,4",185390,652,311264,12,No,67,"56,5"
302,Santa Fe,Maiz,"166,4",40,Medio,"231,7",81428,769,178177,6,Sí,120,"53,6"
303,Mendoza,soja,"192,8",82,Alto,"211,6",77141,395,83582,4,Sí,"6,1","77,2"
304,Santa Fe,Soja,"185,5",37,Medio,"273,6",76619,662,181123,0,Sí,"140,6","52,9"
305,Córdoba,Fruticultura,"184,3",48,Alto,"417,1",137942,620,258602,4,Sí,"87,6","88,6"
306,Salta,Lecheria,"262,1",46,Medio,509,99511,294,149646,2,Sí,"53,9",68
307,Córdoba,Fruticultura,"438,1",53,Alto,"1069,6",319853,627,670639,8,No,"113,1","60,1"
308,Buenos Aires,Ganaderia,"231,9",57,Medio,,57357,275,62535,9,Sí,-80,"68,8"
309,Buenos Aires,Lecheria,"205,4",43,Alto,"520,4",65450,496,258118,4,Sí,"297,7","87,8"
310,Entre Ríos,Maiz,"226,8",60,Alto,"239,2",92952,724,173180,4,No,"81,4","81,1"
311,Santa Fe,Trigo,"190,3",55,Medio,"209,9",34771,697,146300,10,No,"325,3","64,5"
312,Salta,Ganaderia,"39,9",53,Medio,"74,7",12017,759,56697,0,Sí,"367,2","64,2"
313,Santa Fe,Lecheria,"5,5",66,Medio,10,3334,601,6010,0,No,"78,8","67,5"
314,Mendoza,Ganaderia,"176,3",79,Bajo,196,81726,527,103292,4,Sí,"22,7","78,8"
315,La Pampa,Trigo,"173,7",47,Alto,"230,4",35132,472,108748,2,No,"207,8",67
316,La Pampa,Lecheria,"247,1",18,Bajo,"273,4",64832,641,175249,6,Sí,"166,5",76
317,La Pampa,Trigo,5,51,Medio,10,4116,470,4700,1,No,"15,1","59,7"
318,Salta,Trigo,"161,5",51,Medio,"260,1",72809,316,82191,3,No,"14,5","36,8"
319,Santa Fe,Lecheria,"286,2",36,Medio,"474,3",80692,579,274619,4,No,"243,6","60,2"
320,Santa Fe,Soja,"132,2",45,Bajo,"86,4",14073,530,45792,4,No,230,"58,2"
321,Chaco,Lecheria,"179,1",19,Medio,"189,3",45298,395,74773,0,Sí,"67,3","89,3"
322,Entre Ríos,Soja,"189,9",49,Alto,"213,2",55397,539,114914,7,Sí,"108,6","94,4"
323,Buenos Aires,Trigo,"358,9",76,Alto,"703,6",176666,332,233595,11,Sí,"35,8","70,5"
324,Chaco,Maiz,"259,8",56,Bajo,"177,2",38766,332,58830,4,Sí,"49,2","62,2"
325,Santa Fe,Soja,"185,1",47,Bajo,"147,1",55098,392,57663,1,Sí,"7,4","75,5"
326,Entre Ríos,Maiz,"16,3",44,Alto,,7860,785,28887,1,No,"267,8","50,5"
327,La Pampa,Lecheria,5,27,Bajo,10,4090,680,6800,0,No,64,"52,4"
328,La Pampa,Lecheria,"262,4",59,Medio,"411,5",111577,429,176533,4,No,55,"67,2"
329,Buenos Aires,Fruticultura,"289,1",34,Alto,"477,2",154850,585,279162,11,No,"82,5","76,4"
330,Chaco,Fruticultura,"315,7",42,Alto,465,77942,680,316200,6,No,"301,8","73,9"
331,Buenos Aires,Lecheria,"254,8",34,Medio,"310,6",49436,454,141012,3,No,"184,2","64,4"
332,Entre Ríos,Trigo,"242,9",52,Alto,"344,6",116308,679,233983,8,Sí,"97,5","86,8"
333,Santa Fe,Lecheria,"492,2",51,Bajo,"349,1",124241,387,135101,14,No,"6,5","70,6"
334,Córdoba,Maiz,"314,1",68,Bajo,"296,7",62641,605,179503,4,No,"190,8","62,9"
335,La Pampa,Ganaderia,164,36,Medio,"247,2",47535,547,135218,8,No,184,"74,7"
336,Buenos Aires,soja,"356,1",36,Alto,"850,4",197939,752,639500,9,No,"219,7","79,4"
337,Mendoza,Maiz,"409,3",54,Medio,"509,1",73349,269,136947,10,NO,"85,8","88,3"
338,Córdoba,Maiz,"175,6",38,Bajo,"161,3",54069,641,103393,8,No,"95,3","55,6"
339,Mendoza,Maiz,392,51,Medio,"336,6",73833,433,145747,10,Sí,"93,6","51,2"
340,Mendoza,Lecheria,"200,2",52,Alto,349,72526,330,115170,3,No,58,"77,7"
341,Santa Fe,Trigo,"153,3",41,Bajo,"199,6",74141,394,78642,0,sí,"7,4","61,7"
342,Salta,Maiz,"161,9",56,Alto,,35338,453,95945,0,Sí,"175,5",68
343,Entre Ríos,Soja,122,35,Medio,"100,9",26343,736,74262,2,Sí,"179,6","89,6"
344,La Pampa,Lecheria,"182,9",46,Bajo,"194,4",41626,743,144439,5,No,"251,7","52,2"
345,Santa Fe,Soja,"122,5",41,Medio,"121,6",16731,547,66515,3,No,"292,8","46,5"
346,Buenos Aires,Fruticultura,"313,8",30,Medio,345,117818,761,262545,4,No,"121,4","56,3"
347,La Pampa,Trigo,"175,7",57,Bajo,"152,8",62599,778,118878,2,No,"94,1","67,9"
348,Mendoza,Lecheria,"372,1",49,Bajo,"331,3",97497,622,206068,6,No,"108,5","68,5"
349,Buenos Aires,Ganaderia,"26,8",38,Bajo,"28,7",7858,765,21955,0,Sí,"180,9","78,3"
350,La Pampa,Soja,"344,5",56,Alto,"717,7",259693,425,305022,8,Sí,22,"71,9"
351,Buenos Aires,Trigo,5,46,Alto,10,2019,450,4500,0,No,"121,5","54,7"
352,Mendoza,Soja,-5,70,Alto,"585,7",162511,642,376019,3,No,"133,6","50,1"
353,La Pampa,Lecheria,5,40,Medio,10,1916,583,5830,3,No,"207,9","48,7"
354,Buenos Aires,Fruticultura,5,55,Alto,10,2933,652,6520,0,Sí,"122,4","69,4"
355,Chaco,Soja,128,49,Alto,"260,9",63793,595,155235,2,No,141,"62,3"
356,Entre Ríos,Soja,"280,4",58,Bajo,"392,6",69748,550,215930,12,No,"207,6","61,2"
357,Santa Fe,Maiz,"174,1",36,Bajo,"259,9",94510,420,109157,6,No,"15,2","60,3"
358,Chaco,Lecheria,"389,2",28,Alto,"732,5",187227,653,478322,7,Sí,"153,9","63,2"
359,Salta,Lecheria,"320,8",60,Medio,,148858,606,346147,13,NO,"130,8","75,9"
360,Buenos Aires,Maiz,"246,4",59,Alto,"318,9",67246,465,148288,6,Sí,"120,1","62,6"
361,Santa Fe,Soja,498,50,Alto,"521,2",214544,517,269460,12,Sí,"23,2","62,6"
362,Salta,Lecheria,"377,5",61,Medio,"541,7",69416,539,291976,14,Sí,"315,8","77,7"
363,Córdoba,Ganaderia,"121,4",49,Medio,"127,9",17457,286,36579,1,No,"113,3","63,5"
364,Entre Ríos,Fruticultura,"224,3",43,Bajo,"259,5",38392,326,84597,5,Sí,"116,3","71,4"
365,Buenos Aires,Maiz,"450,3",39,Alto,,432080,412,441004,11,Sí,"0,7","84,9"
366,La Pampa,Maiz ,"256,3",62,Medio,"262,3",45664,672,176265,5,Sí,"285,2","86,5"
367,Entre Ríos,Maiz,"259,1",58,Alto,"367,2",127510,780,286416,10,No,"120,4","75,5"
368,Buenos Aires,Soja,"176,1",43,Medio,185,41869,715,132275,2,Sí,"220,7","82,8"
369,Buenos Aires,Soja,"129,6",56,Bajo,119,26863,620,73780,4,Sí,"175,9","72,3"
370,Entre Ríos,Maiz,233,58,Medio,"255,3",53785,697,177944,3,No,"234,2","70,9"
371,La Pampa,Maiz,199,53,Medio,"345,2",47492,544,187788,5,No,"295,5","45,9"
372,Santa Fe,Trigo,"357,1",61,Alto,"724,4",133550,628,454923,0,Sí,"237,4","71,4"
373,Buenos Aires,Fruticultura,261,56,Alto,"560,9",74960,321,180048,5,Sí,"142,5","79,8"
374,La Pampa,Maiz,"206,3",50,Alto,"321,3",61395,352,113097,4,Sí,84,"65,2"
375,Entre Ríos,Ganaderia,204,56,Alto,"244,4",45455,794,194053,3,No,"329,2","45,8"
376,Santa Fe,Fruticultura,"92,1",41,Alto,212,80654,375,79500,3,No,-2,"71,3"
377,Buenos Aires,Lecheria,"42,1",46,Alto,"53,4",21617,277,14791,1,Sí,-34,72
378,Santa Fe,Ganaderia,"95,6",51,Bajo,70,21737,574,40180,2,No,"88,1","67,4"
379,Salta,Lecheria,"459,7",52,Medio,"485,9",70784,518,251696,12,No,"254,3","62,1"
380,Entre Ríos,Trigo,"308,2",49,Medio,378,140350,381,144018,7,no,"1,9","67,1"
381,La Pampa,Ganaderia,"399,8",67,Alto,"639,3",162253,272,173889,8,Sí,"9,3","96,9"
382,Chaco,Soja,"182,6",52,Medio,"251,4",92831,686,172460,1,No,"81,6","41,2"
383,Entre Ríos,Maiz,"353,9",44,Bajo,"456,4",71696,790,360556,8,No,399,"64,8"
384,Chaco,Maiz,"277,2",57,Bajo,"272,2",57551,758,206327,9,Sí,"254,4","83,1"
385,La Pampa,Ganaderia,"51,1",40,Alto,"64,2",23099,791,50782,1,No,"115,6","53,6"
386,Córdoba,Maiz,299,56,Alto,595,210116,456,271320,5,Sí,"27,4",93
387,Santa Fe,Ganaderia,5,64,Alto,"10,5",1598,374,3927,1,No,148,"68,3"
388,Entre Ríos,SOJA,"84,9",23,Alto,"212,1",68488,315,66811,5,Sí,"-5,5","83,7"
389,Buenos Aires,Fruticultura,"174,3",62,Alto,"248,8",58599,793,197298,1,Si,"239,8",74
390,Buenos Aires,ganaderia,"173,1",41,Bajo,"200,4",49144,649,130059,3,Sí,"161,6",56
391,Córdoba,Fruticultura,"350,7",57,Medio,"641,6",256571,399,255998,6,Sí,3,"71,2"
392,Chaco,Trigo,"365,3",41,Medio,"705,6",270058,265,186984,10,No,"-26,4","67,4"
393,La Pampa,Lecheria,413,52,Medio,"670,9",187823,712,477680,9,No,"150,3",50
394,Mendoza,Trigo,5,44,Alto,10,3667,501,5010,3,Sí,"41,2","91,3"
395,Santa Fe,Maiz,"142,9",33,Alto,"254,9",46379,730,186077,5,No,300,"75,3"
396,La Pampa,Lecheria,"264,5",57,Bajo,313,121898,473,148049,10,No,"17,4","51,7"
397,Córdoba,Ganaderia,"249,4",71,Medio,"482,6",155073,415,200279,12,Sí,"27,9","60,8"
398,Córdoba,Maiz,"230,2",45,Alto,"505,9",158624,304,153793,2,No,-7,"47,8"
399,Santa Fe,Trigo,"209,7",34,Alto,"262,5",79431,585,153562,0,Sí,"96,3","72,6"
400,Entre Ríos,Ganaderia,"130,6",40,Bajo,"154,4",57016,491,75810,4,No,33,"72,2"
401,Mendoza,Fruticultura,"192,9",60,Alto,"330,2",63786,600,198120,4,No,"215,5","67,5"
402,Salta,Trigo,"309,2",60,Medio,"334,5",92575,679,227125,8,No,"147,8","35,6"
403,Chaco,Maiz,"176,5",43,Medio,"225,3",39986,331,74574,6,Sí,"86,8","80,6"
404,Santa Fe,Trigo,"347,3",38,Medio,"661,1",262132,280,185108,5,Sí,"-27,2",58
405,Mendoza,Lecheria,5,34,Medio,10,1745,354,3540,0,sí,"104,6","61,4"
406,Entre Ríos,Trigo,"422,5",56,Medio,"813,3",198025,711,578256,12,Sí,"196,7",80
407,Córdoba,Lecheria,"271,6",55,Medio,"476,8",148352,628,299430,7,No,"100,7",38
408,Mendoza,Ganaderia,"260,4",41,Alto,"527,6",151112,634,334498,6,Sí,"122,2","69,4"
409,Santa Fe,Lecheria,"172,9",53,Medio,,40851,670,104118,8,No,"154,9","70,6"
410,Buenos Aires,Ganaderia,"193,7",46,Medio,"274,5",46791,453,124348,4,Sí,"167,9","53,9"
411,La Pampa,Trigo,"149,3",71,Medio,"127,8",33607,490,62622,3,Sí,"90,4","77,5"
412,Santa Fe,Trigo,"124,7",49,Alto,"243,6",96544,606,147621,8,SI,"53,1",71
413,Salta,Maiz,"399,8",48,Medio,"453,4",60778,293,132846,8,No,"116,1","52,1"
414,Salta,Maiz,"449,1",56,Bajo,"363,1",52154,461,167389,13,No,"216,1","47,2"
415,Mendoza,Trigo,"262,1",38,Medio,"389,6",80210,437,170255,9,No,115,"36,8"
416,Entre Ríos,Soja,"286,1",70,Bajo,"218,2",37612,586,127865,8,No,"235,2","50,6"
417,Buenos Aires,Lecheria,"290,5",55,Bajo,392,107108,670,262640,13,Sí,"141,1","83,8"
418,Córdoba,Soja,"242,9",46,Bajo,"253,5",43696,353,89485,8,Sí,101,"84,6"
419,Córdoba,Fruticultura,"364,5",40,Alto,"774,8",245707,792,613641,13,Sí,"154,7","63,8"
420,Salta,ganaderia,"275,2",52,Alto,"578,5",218705,538,311233,8,Sí,"43,1","68,2"
421,Entre Ríos,Lecheria,"225,9",39,Medio,,49599,575,154732,3,No,"208,7","37,9"
422,Entre Ríos,Maiz,"358,5",43,Alto,"369,2",51186,273,100791,12,Sí,"100,1","66,3"
423,Santa Fe,Lecheria,"22,9",67,Bajo,"20,9",8015,433,9049,0,Sí,"10,5","83,4"
424,La Pampa,Trigo,"226,8",55,Alto,"378,3",46216,414,156616,6,Sí,239,"81,6"
425,La Pampa,Trigo,"223,6",63,Alto,"413,1",86034,379,156564,10,No,"84,8","45,5"
426,Buenos Aires,Maiz,"64,8",59,Medio,61,14742,673,41053,0,No,"174,2","74,8"
427,Mendoza,Soja,"61,7",56,Medio,90,13270,734,66060,3,No,"398,2","42,1"
428,Buenos Aires,Maiz,"9,3",71,Medio,"12,7",5242,479,6083,0,No,16,"48,2"
429,Chaco,soja,"23,7",51,Medio,"35,6",12152,545,19402,0,Sí,"58,3","58,1"
430,Chaco,Trigo,"361,9",47,Bajo,"334,6",61085,628,210128,9,Sí,"241,8","83,1"
431,Entre Ríos,Trigo,5,31,Alto,10,1526,633,6330,2,No,"310,8","74,5"
432,Santa Fe,Fruticultura,"91,7",110,Medio,"78,9",14249,695,54835,7,No,"285,6","49,5"
433,Salta,Lecheria,"238,6",52,Medio,"396,7",56327,649,257458,7,Sí,"355,8","55,2"
434,Entre Ríos,Trigo,"277,5",57,Alto,"605,2",143278,555,335886,2,Sí,"129,6","94,5"
435,Buenos Aires,Trigo,"422,8",41,Medio,"371,8",126286,643,239067,11,No,"87,1","39,7"
436,La Pampa,Lecheria,"193,4",52,Medio,"229,2",60742,679,155626,7,Sí,"156,5","50,3"
437,Córdoba,Fruticultura,"301,9",65,Medio,"522,8",114925,769,402033,10,No,"246,9","68,5"
438,Córdoba,Lecheria,"55,4",49,Medio,63,20115,412,25956,6,Sí,"27,2","64,2"
439,Mendoza,Maiz,"148,1",41,Bajo,89,29972,259,23051,5,Sí,"-19,5","53,6"
440,Córdoba,Fruticultura,"236,5",67,Medio,"302,9",80714,320,96928,6,No,"18,2",49
441,Salta,Ganaderia,"78,9",26,Alto,"81,9",22186,456,37346,0,No,"66,1","62,9"
442,Santa Fe,Maiz,"23,5",67,Medio,"37,2",7813,332,12350,1,Sí,"53,7","53,2"
443,Buenos Aires,Trigo,"170,4",47,Medio,"211,6",67015,338,71520,3,Sí,"11,5","68,9"
444,Entre Ríos,Maiz,"279,1",29,Bajo,"387,3",115376,507,196361,11,Sí,"67,2","88,5"
445,Buenos Aires,Fruticultura,"288,5",41,Medio,"376,2",64028,289,108721,4,Sí,"69,7","60,4"
446,Salta,Trigo,"338,2",33,Medio,"346,6",92169,531,184044,11,Sí,"96,5","82,2"
447,Santa Fe,Fruticultura,"133,3",39,Alto,"294,3",94371,499,146855,2,No,"58,3","77,2"
448,La Pampa,Trigo,"181,4",44,Medio,"226,2",73004,663,149970,4,Sí,"108,3","75,2"
449,La Pampa,Soja,281,57,Medio,"518,4",147799,614,318297,6,No,"115,7","71,7"
450,La Pampa,Soja,"161,1",51,Bajo,"171,9",24239,515,88528,1,No,"260,9",74
451,Santa Fe,Maiz,"263,4",54,Alto,"485,6",162858,339,164618,5,No,3,"46,1"
452,La Pampa,Lecheria,"290,3",51,Medio,"508,9",130471,371,188801,4,No,43,"38,5"
453,Córdoba,Lecheria,"340,4",39,Alto,"462,5",185666,290,134125,8,Sí,"-30,1","80,8"
454,La Pampa,Trigo,"367,1",29,Alto,"734,1",161872,719,527817,7,No,222,"78,3"
455,Entre Ríos,Lecheria,"143,7",62,Bajo,"154,6",47764,282,43597,6,Sí,"-4,5","54,2"
456,Salta,Soja,12,53,Medio,,4733,788,9298,0,No,"93,2","44,5"
457,Buenos Aires,Trigo,"236,2",41,Alto,"269,8",34826,663,178877,8,Sí,"416,4","81,1"
458,La Pampa,Trigo,"221,7",66,Medio,"382,8",48087,429,164221,9,Sí,"245,1","89,4"
459,Entre Ríos,Maiz ,"366,2",42,Bajo,"367,5",109502,517,189997,7,No,"71,5","60,9"
460,Buenos Aires,soja,"204,2",76,Alto,"492,3",107290,704,346579,4,No,"223,5","60,5"
461,La Pampa,Ganaderia,"166,7",38,Medio,160,21890,510,81600,7,Sí,"269,3","69,5"
462,Entre Ríos,Lecheria,"122,9",46,Medio,"140,7",53107,322,45305,0,Sí,"-11,7","68,7"
463,Mendoza,Ganaderia,"211,3",69,Medio,"318,9",100346,545,173800,6,Sí,72,"51,1"
464,La Pampa,Trigo,"42,3",47,Medio,54,20889,639,34506,0,No,"63,2","42,3"
465,Entre Ríos,Soja,"274,8",61,Bajo,"280,7",69013,432,121262,5,Sí,"74,4","72,6"
466,Salta,Trigo,"101,3",33,Medio,"164,2",66901,420,68964,1,Si,"1,1","39,7"
467,Salta,Ganaderia,"51,6",35,Medio,"99,8",35106,585,58383,3,No,"68,7","45,2"
468,Córdoba,Lecheria,"256,7",52,Medio,"316,2",125150,575,181815,8,No,"47,3",66
469,La Pampa,Trigo,5,78,Alto,10,1297,289,2890,4,No,"121,2","63,9"
470,Chaco,Maiz,"228,6",52,Bajo,"198,8",44029,321,63814,7,Sí,"39,9","72,2"
471,Santa Fe,Maiz,"439,4",70,Medio,,133353,356,146138,9,Sí,7,"55,1"
472,Salta,Fruticultura,5,57,Medio,10,3708,715,7150,0,Sí,"93,8","75,3"
473,Salta,Lecheria,"356,7",44,Bajo,,62158,262,61517,9,Sí,"-1,9","85,3"
474,Buenos Aires,Trigo,262,31,Alto,"395,1",90083,329,129987,8,No,"41,6","69,2"
475,Entre Ríos,Ganaderia,"385,6",46,Alto,"698,4",184167,349,243741,12,No,"33,1","48,7"
476,Córdoba,Ganaderia,"347,3",56,Medio,"417,2",167817,645,269094,7,Sí,63,"68,1"
477,Chaco,Ganaderia,"103,3",50,Medio,"169,4",57898,317,53699,0,Sí,"-6,2","81,5"
478,Salta,Lecheria,"137,5",77,Bajo,,45886,793,160899,0,No,"255,1","44,2"
479,Chaco,Maiz,"399,4",53,Medio,"352,5",73590,464,163560,8,NO,"122,4","54,7"
480,Buenos Aires,Fruticultura,"8,4",47,Alto,"12,2",3309,340,4148,0,Sí,28,"94,2"
481,Mendoza,Fruticultura,"68,6",56,Medio,"60,7",16458,273,16571,0,No,"1,5","72,9"
482,Santa Fe,Fruticultura,"376,7",43,Bajo,"524,9",68402,386,202611,8,Sí,"199,5",77
483,La Pampa,Maiz,"64,2",51,Medio,"64,8",20971,450,29160,3,Sí,"39,2","82,4"
484,Buenos Aires,Trigo,"255,8",44,Alto,"557,4",133566,782,435886,10,No,"231,3",49
485,Santa Fe,Ganaderia,"78,9",38,Alto,"104,9",24183,294,30840,4,Sí,"29,2","72,2"
486,Mendoza,Trigo,"508,6",53,Medio,596,215178,489,291444,12,sí,"31,6",76
487,La Pampa,Soja,"272,1",41,Alto,359,120956,399,143241,4,NO,"23,4","80,3"
488,Salta,Soja,"133,3",36,Bajo,140,20392,290,40600,8,Sí,"101,5","74,4"
489,Santa Fe,Lecheria,347,57,Medio,"310,3",102891,330,102399,11,Sí,4,"73,5"
490,Mendoza,Lecheria,"281,1",41,Alto,"425,4",88597,315,134001,8,No,"48,2","66,9"
491,La Pampa,Soja,246,54,Bajo,"280,6",98977,432,121219,4,No,"19,5","72,9"
492,Mendoza,Fruticultura,"85,2",64,Medio,"85,4",23745,540,46116,5,Sí,"98,8","86,4"
493,Mendoza,Trigo,"355,9",64,Bajo,,159545,259,105853,9,No,"-30,5","49,9"
494,Salta,Trigo,"240,2",32,Alto,"296,1",42285,623,184470,1,Sí,"334,7","98,2"
495,Buenos Aires,Fruticultura,"56,1",55,Medio,"48,5",7616,730,35405,0,No,"360,1","42,1"
496,Mendoza,Fruticultura,"174,6",54,Bajo,"156,8",60897,787,123401,5,No,"102,6",58
497,Buenos Aires,Lecheria,"239,3",35,Bajo,264,46794,477,125928,3,Sí,167,"54,4"
498,Córdoba,Trigo,"215,1",59,Medio,"381,4",131425,752,286812,9,Sí,"123,1","50,8"
499,La Pampa,Ganaderia,"139,7",40,Bajo,"195,5",55935,607,118668,4,Sí,"110,5",61
500,Córdoba,Maiz,"338,8",63,Medio,"331,7",57452,769,255077,10,No,"347,9","53,1"
501,Chaco,Ganaderia,"102,9",66,Medio,"132,6",28374,752,99715,0,No,"255,2","64,3"
502,Mendoza,Lecheria,"148,6",68,Medio,"214,7",79099,472,101338,0,Sí,28,"70,5"
503,Chaco,Maiz,"258,8",70,Alto,"337,1",113638,754,254173,-3,No,123,"78,1"
504,Buenos Aires,Trigo,205,52,Alto,262,67236,403,105586,6,No,"55,3","69,8"
505,Buenos Aires,Trigo,"317,8",41,Medio,"448,8",104498,428,192086,5,Sí,"88,7","70,6"
506,Mendoza,Maiz ,"87,2",48,Bajo,"75,4",21183,770,58058,0,Sí,"173,5","61,3"
507,Chaco,Maiz,"299,3",42,Alto,"734,1",135048,359,263541,12,No,"90,5","74,7"
508,Chaco,Fruticultura,"232,7",76,Alto,"567,1",174000,786,445740,9,Si,"156,6",67
509,Salta,Fruticultura,"351,8",62,Bajo,,90431,296,85336,4,Sí,-3,63
510,Entre Ríos,Ganaderia,"314,1",45,Medio,"578,8",239037,514,297503,7,Sí,"28,5","68,9"
511,Córdoba,Fruticultura,"123,4",50,Medio,"195,1",74946,602,117450,0,No,"59,4","61,7"
512,Mendoza,Soja,"281,3",30,Alto,"311,9",88750,502,156573,5,No,"72,5","72,3"
513,Salta,Ganaderia,"247,4",42,Medio,"452,6",99456,348,157504,4,Sí,"61,6","62,5"
514,Chaco,Ganaderia,5,55,Alto,"11,9",2750,408,4855,0,No,78,"67,2"
515,Salta,Fruticultura,5,55,Alto,"11,4",1679,486,5540,0,No,231,82
516,Chaco,Trigo,"61,3",35,Bajo,48,12977,321,15408,0,Sí,"19,4","66,9"
517,Mendoza,Trigo,"213,3",60,Medio,"361,8",127169,389,140740,1,Sí,"10,9",71
518,Mendoza,Lecheria,"7,9",60,Medio,10,1537,468,4680,0,No,"207,9","47,3"
519,Chaco,Ganaderia,"29,1",35,Bajo,"40,3",14625,607,24462,8,Sí,"65,4",90
520,La Pampa,Maiz,"180,8",60,Bajo,"235,9",62389,659,155458,1,Sí,"147,9","80,4"
521,Chaco,Maiz,442,45,Alto,"755,4",232433,586,442664,7,No,"93,5","69,4"
522,La Pampa,Ganaderia,"149,9",50,Bajo,"112,8",29600,636,71740,0,Sí,"144,6","54,7"
523,Chaco,Maiz,"184,5",69,Bajo,"251,9",59327,635,159956,0,No,"168,5","47,7"
524,Buenos Aires,Soja,25000,51,Medio,"252,1",91231,474,119495,7,No,"34,9","47,2"
525,Santa Fe,Maiz,"395,6",50,Alto,"915,6",328374,426,390045,12,Sí,"15,4","81,5"
526,Salta,Trigo,"198,7",49,Bajo,"206,6",29215,268,55368,5,No,"88,7","41,3"
527,Entre Ríos,Maiz,"277,9",38,Medio,"264,9",93184,433,114701,6,SI,"25,6","54,2"
528,La Pampa,Trigo,"215,2",47,Medio,"205,2",43641,616,126403,6,No,"187,3",47
529,Santa Fe,Fruticultura,"139,4",43,Medio,"253,8",93960,685,173853,8,No,"81,7","38,2"
530,Chaco,soja,75,50,Medio,"82,4",13948,433,35679,4,No,"155,8","64,9"
531,Mendoza,Trigo,"336,9",42,Alto,,256743,594,406830,14,Sí,"61,2","87,7"
532,Chaco,Ganaderia,5,42,Medio,10,3379,712,7120,0,No,"110,4","50,3"
533,La Pampa,Ganaderia,"112,6",55,Medio,105,23860,314,32970,2,Sí,"41,2","61,8"
534,La Pampa,Maiz,"131,3",45,Medio,"176,8",37913,567,100245,0,No,167,"37,6"
